campaign_id,campaign_date,platform,ad_type,target_audience,industry_vertical,campaign_duration_days,device_type,geographic_region,seasonality,creative_score,ad_spend,impressions,clicks,conversions,revenue_generated
CAMP_00068,2022-01-14 20:36:03.312662532,Twitter,Display,45-54,Healthcare,30,Tablet,North America,Q1,71.03295412850473,3128.18,272594,7122,260,4195.58
CAMP_00069,2022-01-15 01:33:54.406881376,Google,Native,35-44,Retail,14,Desktop,Europe,Q1,79.82142633194849,3086.42,425000,13399,523,9738.38
CAMP_00070,2022-01-15 06:31:45.501100220,TikTok,Video,45-54,Travel,30,Mobile,Other,Q1,74.81368007847193,2336.92,235795,5120,170,6896.73
CAMP_00071,2022-01-15 11:29:36.595319063,Twitter,Search,55+,Travel,14,Mobile,North America,Q1,66.84750179255015,961.38,63595,1767,109,9274.38
CAMP_00072,2022-01-15 16:27:27.689537907,Google,Social,45-54,Technology,7,Mobile,North America,Q1,42.94185865718197,137150.88,16835434,332693,20002,1864437.65
CAMP_00073,2022-01-15 21:25:18.783756751,Google,Search,35-44,Healthcare,14,Tablet,North America,Q1,64.1080154520382,41438.24,5368562,184918,11226,747756.77
CAMP_00074,2022-01-16 02:23:09.877975595,Twitter,Video,25-34,Retail,30,Mobile,Asia,Q1,75.85530287288752,346.05,28624,782,39,2209.03
CAMP_00075,2022-01-16 07:21:00.972194439,LinkedIn,Native,55+,Travel,30,Desktop,Europe,Q1,48.2752885120054,28084.66,2177068,31729,857,23426.71
CAMP_00076,2022-01-16 12:18:52.066413282,LinkedIn,Search,25-34,Finance,14,Mobile,North America,Q1,62.379728427900126,39371.09,3921642,163455,11510,513091.94
CAMP_00077,2022-01-16 17:16:43.160632126,Twitter,Search,25-34,Retail,7,Tablet,Europe,Q1,57.09076821460154,673.04,46886,1219,35,602.29
CAMP_00078,2022-01-16 22:14:34.254850970,Google,Display,25-34,Technology,14,Mobile,North America,Q1,93.2473333922097,31623.19,4134396,103717,13151,613092.52
CAMP_00079,2022-01-17 03:12:25.349069814,Facebook,Search,18-24,Retail,30,Mobile,Europe,Q1,77.03096270529049,51412.88,5018143,178792,14453,231773.82
CAMP_00080,2022-01-17 08:10:16.443288657,Google,Search,55+,Finance,14,Desktop,North America,Q1,72.18319223496783,4640.1,618059,13058,1329,84756.47
CAMP_00081,2022-01-17 13:08:07.537507501,Twitter,Video,35-44,Entertainment,30,Tablet,Asia,Q1,25.6661253206913,39771.25,2947565,66134,2541,106174.18
CAMP_00082,2022-01-17 18:05:58.631726345,Instagram,Video,35-44,Finance,30,Tablet,Latin America,Q1,63.45674653535167,56308.0,5780289,201243,15941,452615.75
CAMP_00083,2022-01-17 23:03:49.725945189,Facebook,Social,35-44,Finance,14,Desktop,Asia,Q1,56.8997314215086,9912.54,894158,18956,1087,39459.27
CAMP_00084,2022-01-18 04:01:40.820164032,Google,Display,35-44,Retail,30,Desktop,Europe,Q1,56.726857788602544,14918.3,1654554,43780,1623,88219.95
CAMP_00085,2022-01-18 08:59:31.914382876,Facebook,Display,18-24,Technology,7,Desktop,Europe,Q1,28.731730545167192,1874.48,204383,2777,143,5753.44
CAMP_00086,2022-01-18 13:57:23.008601720,Facebook,Search,35-44,Retail,30,Desktop,North America,Q1,38.244627554048606,5052.75,473490,10139,452,12023.31
CAMP_00087,2022-01-18 18:55:14.102820564,LinkedIn,Social,45-54,Education,14,Desktop,Asia,Q1,58.63965024188435,85310.17,8308128,230947,7800,690406.39
CAMP_00088,2022-01-18 23:53:05.197039408,Instagram,Video,25-34,Retail,7,Mobile,Europe,Q1,82.28711556380922,3367.39,289554,10406,962,18764.69
CAMP_00089,2022-01-19 04:50:56.291258251,Twitter,Search,45-54,Healthcare,30,Desktop,Latin America,Q1,48.189508603211536,27416.27,2400540,79424,4277,215820.66
CAMP_00090,2022-01-19 09:48:47.385477095,Instagram,Video,25-34,Technology,14,Mobile,North America,Q1,52.00122545791465,7819.32,772933,17480,660,11749.74
CAMP_00091,2022-01-19 14:46:38.479695939,Google,Video,25-34,Technology,30,Desktop,Asia,Q1,95.62183990572416,8133.58,1153245,46402,3683,104802.38
CAMP_00092,2022-01-19 19:44:29.573914783,LinkedIn,Video,25-34,Healthcare,30,Desktop,Asia,Q1,54.063552216643274,1109.37,106169,3526,148,7921.52
CAMP_00093,2022-01-20 00:42:20.668133626,LinkedIn,Social,25-34,Finance,30,Mobile,North America,Q1,57.424209522928386,6286.25,617756,17691,473,24519.05
CAMP_00094,2022-01-20 05:40:11.762352470,Instagram,Video,45-54,Finance,14,Mobile,Asia,Q1,57.69510435896518,3819.61,347036,9773,278,8254.35
CAMP_00095,2022-01-20 10:38:02.856571314,Twitter,Video,45-54,Healthcare,30,Mobile,Latin America,Q1,33.08989707190979,6435.17,581237,12878,385,21432.7
CAMP_00096,2022-01-20 15:35:53.950790158,Instagram,Search,25-34,Finance,30,Mobile,Latin America,Q1,71.4359624683023,35861.51,4266224,197182,15279,601799.28
CAMP_00097,2022-01-20 20:33:45.045009002,Instagram,Social,35-44,Technology,14,Mobile,Asia,Q1,46.94247762831323,3012.35,329285,8225,484,18843.8
CAMP_00098,2022-01-21 01:31:36.139227845,Facebook,Display,45-54,Healthcare,30,Tablet,North America,Q1,59.39858765920523,21515.13,2409044,33510,1302,70696.55
CAMP_00099,2022-01-21 06:29:27.233446689,Google,Search,25-34,Entertainment,60,Desktop,Latin America,Q1,68.88745928835596,3188.02,358703,15033,1189,233982.18
CAMP_00100,2022-01-21 11:27:18.327665533,Google,Video,25-34,Retail,7,Desktop,Asia,Q1,98.85115178070785,2695.68,292771,12690,706,13236.2
CAMP_00101,2022-01-21 16:25:09.421884377,Google,Search,55+,Finance,60,Mobile,North America,Q1,33.64459910907513,12415.78,1243131,15487,670,10355.99
CAMP_00102,2022-01-21 21:23:00.516103220,Instagram,Search,35-44,Retail,7,Tablet,North America,Q1,77.29964370132447,98305.19,10634257,423262,20624,3862840.02
CAMP_00103,2022-01-22 02:20:51.610322064,Facebook,Search,55+,Retail,14,Desktop,North America,Q1,77.37446512347935,3040.92,358787,7889,539,117956.03
CAMP_00104,2022-01-22 07:18:42.704540908,Instagram,Display,25-34,Healthcare,14,Mobile,North America,Q1,47.23570454441453,4897.52,479491,13086,563,41673.3
CAMP_00105,2022-01-22 12:16:33.798759752,TikTok,Display,45-54,Education,30,Desktop,Asia,Q1,71.99007696103963,2664.73,210429,5883,199,9018.27
CAMP_00106,2022-01-22 17:14:24.892978595,Google,Video,25-34,Education,7,Tablet,North America,Q1,92.86872302583784,498.04,49279,1302,160,11145.7
CAMP_00107,2022-01-22 22:12:15.987197439,Facebook,Display,25-34,Retail,60,Mobile,North America,Q1,44.70057581575116,810.21,95535,2081,132,11483.09
CAMP_00108,2022-01-23 03:10:07.081416283,LinkedIn,Video,35-44,Finance,60,Desktop,North America,Q1,64.8293959427031,4715.96,350925,7292,533,15754.97
CAMP_00109,2022-01-23 08:07:58.175635127,Google,Social,25-34,Healthcare,30,Tablet,Europe,Q1,68.0960272787957,5310.1,515152,15924,838,25913.43
CAMP_00110,2022-01-23 13:05:49.269853971,Google,Native,25-34,Retail,14,Mobile,North America,Q1,70.683577099071,84477.03,10040565,201656,20196,739409.47
CAMP_00111,2022-01-23 18:03:40.364072814,Facebook,Native,25-34,Entertainment,60,Desktop,North America,Q1,75.38583521432025,35692.42,4105080,96407,4057,117940.77
CAMP_00112,2022-01-23 23:01:31.458291658,Google,Social,18-24,Entertainment,60,Mobile,North America,Q1,63.326096565043485,20158.2,1954618,43290,1921,163395.25
CAMP_00113,2022-01-24 03:59:22.552510502,TikTok,Search,45-54,Travel,14,Mobile,Asia,Q1,70.26872372696005,44220.72,4151456,152285,9974,1822229.53
CAMP_00114,2022-01-24 08:57:13.646729346,Twitter,Social,35-44,Retail,30,Desktop,North America,Q1,41.770526997525536,14061.56,1287327,33061,1494,29269.21
CAMP_00115,2022-01-24 13:55:04.740948189,Instagram,Display,18-24,Technology,30,Mobile,Europe,Q1,63.28006987279115,5050.79,448633,8483,568,27498.18
CAMP_00116,2022-01-24 18:52:55.835167033,Twitter,Search,25-34,Education,30,Desktop,North America,Q1,50.47317468638971,5292.26,396496,13894,831,9395.05
CAMP_00117,2022-01-24 23:50:46.929385877,Twitter,Search,18-24,Entertainment,14,Mobile,North America,Q1,35.403421896918246,83880.48,6823822,173276,3283,66842.58
CAMP_00118,2022-01-25 04:48:38.023604721,Google,Search,35-44,Education,14,Mobile,North America,Q1,49.81710901126199,6655.68,884179,25601,978,54673.51
CAMP_00119,2022-01-25 09:46:29.117823564,Twitter,Social,18-24,Retail,7,Mobile,North America,Q1,65.38912784396116,7976.61,589678,12732,568,33625.76
CAMP_00120,2022-01-25 14:44:20.212042408,Instagram,Display,45-54,Healthcare,14,Mobile,North America,Q1,68.71594552740386,1286.51,113238,2886,248,4453.18
CAMP_00121,2022-01-25 19:42:11.306261252,Twitter,Display,18-24,Healthcare,30,Mobile,North America,Q1,34.63081758154458,18665.02,1321609,17524,639,30694.44
CAMP_00122,2022-01-26 00:40:02.400480096,Twitter,Native,25-34,Retail,90,Desktop,North America,Q1,41.24646566550258,30813.41,2652302,67995,2648,113031.71
CAMP_00123,2022-01-26 05:37:53.494698940,Facebook,Video,45-54,Finance,90,Tablet,Asia,Q1,74.49312559386442,32307.57,3784830,124754,10836,253439.91
CAMP_00124,2022-01-26 10:35:44.588917783,Google,Search,45-54,Healthcare,30,Desktop,North America,Q1,70.16296185231727,2416.71,338627,9736,1027,24913.8
CAMP_00125,2022-01-26 15:33:35.683136627,Google,Native,18-24,Retail,30,Mobile,Latin America,Q1,77.74205324092705,11150.93,1491350,24551,2595,133668.14
CAMP_00126,2022-01-26 20:31:26.777355471,Facebook,Search,45-54,Technology,7,Desktop,Asia,Q1,87.35660854353121,12288.62,1575149,61857,2958,177537.61
CAMP_00127,2022-01-27 01:29:17.871574315,Twitter,Search,35-44,Healthcare,30,Tablet,Asia,Q1,70.75774219181197,5198.44,464821,18941,574,63007.5
CAMP_00128,2022-01-27 06:27:08.965793158,Twitter,Display,45-54,Finance,7,Mobile,North America,Q1,51.70384745658256,18101.57,1615806,30546,1632,72761.7
CAMP_00129,2022-01-27 11:25:00.060012002,Google,Display,35-44,Education,14,Mobile,Asia,Q1,62.296989161638336,32296.01,3940906,92365,6935,472303.48
CAMP_00130,2022-01-27 16:22:51.154230846,Instagram,Social,35-44,Technology,30,Mobile,North America,Q1,93.19794201854765,26470.3,2624233,87758,6680,215762.52
CAMP_00131,2022-01-27 21:20:42.248449690,Facebook,Search,55+,Technology,14,Mobile,North America,Q1,100.0,1046.5,127200,3804,212,10385.97
CAMP_00132,2022-01-28 02:18:33.342668534,Google,Search,25-34,Travel,7,Tablet,North America,Q1,69.26192731484718,743.82,75307,3088,273,18100.56
CAMP_00133,2022-01-28 07:16:24.436887377,Google,Video,35-44,Travel,60,Desktop,Latin America,Q1,70.71108277622614,4177.87,433527,11807,908,56141.68
CAMP_00134,2022-01-28 12:14:15.531106221,Facebook,Video,35-44,Retail,14,Desktop,North America,Q1,74.51416733994833,1569.13,172726,4635,204,5396.8
CAMP_00135,2022-01-28 17:12:06.625325065,TikTok,Native,18-24,Entertainment,7,Mobile,Latin America,Q1,60.47585691638726,30043.62,3105752,63731,2701,134342.47
CAMP_00136,2022-01-28 22:09:57.719543909,Facebook,Display,18-24,Retail,7,Mobile,North America,Q1,83.27707804685248,18948.61,1706574,45857,1949,98436.83
CAMP_00137,2022-01-29 03:07:48.813762752,Instagram,Search,18-24,Retail,14,Mobile,Latin America,Q1,80.16090585465702,9509.37,1019040,23374,1502,62932.0
CAMP_00138,2022-01-29 08:05:39.907981596,LinkedIn,Video,35-44,Technology,7,Tablet,Latin America,Q1,67.08752894297633,22245.88,1657437,38528,1886,63585.42
CAMP_00139,2022-01-29 13:03:31.002200440,Facebook,Search,35-44,Technology,30,Mobile,Latin America,Q1,53.63960187988769,1267.51,116624,4250,288,16617.07
CAMP_00140,2022-01-29 18:01:22.096419284,TikTok,Native,35-44,Education,14,Desktop,Europe,Q1,29.586072252457264,1463.5,133276,2646,143,8406.37
CAMP_00141,2022-01-29 22:59:13.190638127,TikTok,Search,18-24,Entertainment,60,Mobile,Latin America,Q1,74.648270952285,1495.34,165451,5310,272,15080.68
CAMP_00142,2022-01-30 03:57:04.284856971,Facebook,Video,35-44,Travel,7,Desktop,Other,Q1,64.25716630452209,24842.72,2340244,79594,2524,60345.56
CAMP_00143,2022-01-30 08:54:55.379075815,Instagram,Search,55+,Entertainment,14,Desktop,North America,Q1,45.24464538691798,152566.56,12633899,241772,9247,419077.35
CAMP_00144,2022-01-30 13:52:46.473294659,Facebook,Social,25-34,Finance,30,Desktop,Europe,Q1,37.40159470010745,1729.2,211913,3441,96,7616.55
CAMP_00145,2022-01-30 18:50:37.567513503,Facebook,Search,35-44,Entertainment,30,Mobile,Asia,Q1,73.22865698766503,10785.33,1370880,57165,3014,103045.8
CAMP_00146,2022-01-30 23:48:28.661732346,Google,Social,45-54,Travel,30,Mobile,North America,Q1,27.9752735676607,44060.05,4710092,78862,4002,111661.79
CAMP_00147,2022-01-31 04:46:19.755951190,Instagram,Search,45-54,Entertainment,60,Mobile,Asia,Q1,65.9928237488761,5031.45,497600,19481,883,50642.19
CAMP_00148,2022-01-31 09:44:10.850170034,Instagram,Social,35-44,Entertainment,14,Tablet,North America,Q1,76.87100818337788,65870.95,7589422,164396,12879,510069.23
CAMP_00149,2022-01-31 14:42:01.944388878,Google,Search,45-54,Travel,14,Mobile,Europe,Q1,70.99785772833246,35354.08,3811577,111585,11316,226072.07
CAMP_00150,2022-01-31 19:39:53.038607721,Facebook,Video,25-34,Retail,60,Mobile,North America,Q1,52.18520451283119,1383.39,141806,4117,227,15806.23
CAMP_00151,2022-02-01 00:37:44.132826565,TikTok,Display,45-54,Entertainment,7,Mobile,North America,Q1,35.01251031050172,13096.52,1450539,16335,505,10986.43
CAMP_00152,2022-02-01 05:35:35.227045409,Google,Display,25-34,Education,7,Mobile,North America,Q1,71.74038479590381,7949.69,882230,22152,892,17915.51
CAMP_00153,2022-02-01 10:33:26.321264253,Google,Native,25-34,Travel,14,Desktop,Asia,Q1,84.01046183906841,7801.32,873923,33678,1632,31448.37
CAMP_00154,2022-02-01 15:31:17.415483096,Instagram,Social,18-24,Technology,30,Tablet,North America,Q1,48.54533290513918,3195.27,334764,5039,329,63456.28
CAMP_00155,2022-02-01 20:29:08.509701940,TikTok,Search,45-54,Finance,14,Mobile,Asia,Q1,70.13816400585719,90475.23,10146098,303239,21757,1033081.79
CAMP_00156,2022-02-02 01:26:59.603920784,Google,Display,25-34,Entertainment,7,Tablet,Asia,Q1,91.63030237463619,5782.05,746832,16514,1321,68473.48
CAMP_00157,2022-02-02 06:24:50.698139628,LinkedIn,Display,25-34,Technology,14,Desktop,Europe,Q1,66.7769419288322,1011.87,74303,1605,50,3495.5
CAMP_00158,2022-02-02 11:22:41.792358472,LinkedIn,Social,25-34,Healthcare,30,Mobile,North America,Q1,52.06239710244425,2372.0,230409,6344,277,18343.47
CAMP_00159,2022-02-02 16:20:32.886577315,Google,Search,55+,Technology,14,Tablet,North America,Q1,80.81707080126316,5181.55,596235,14719,1357,28720.65
CAMP_00160,2022-02-02 21:18:23.980796159,LinkedIn,Display,45-54,Technology,14,Desktop,Europe,Q1,45.24878051684375,15025.03,1505231,24872,535,22217.96
CAMP_00161,2022-02-03 02:16:15.075015003,Facebook,Search,35-44,Finance,30,Mobile,North America,Q1,34.03615969893954,11426.4,1196192,29504,1323,141619.68
CAMP_00162,2022-02-03 07:14:06.169233847,Instagram,Video,35-44,Finance,60,Desktop,Europe,Q1,76.2464238229196,1687.21,143448,4353,386,29373.72
CAMP_00163,2022-02-03 12:11:57.263452690,Instagram,Display,35-44,Finance,30,Mobile,Other,Q1,51.876754730328734,2006.46,229990,5512,259,7396.11
CAMP_00164,2022-02-03 17:09:48.357671534,Instagram,Search,25-34,Finance,30,Mobile,North America,Q1,53.66957971992631,33209.79,3040428,126734,9123,267182.81
CAMP_00165,2022-02-03 22:07:39.451890378,Google,Video,55+,Technology,14,Desktop,Europe,Q1,47.46118728897857,9595.48,1240301,24440,1005,56527.62
CAMP_00166,2022-02-04 03:05:30.546109222,Twitter,Native,18-24,Retail,14,Desktop,Other,Q1,50.54365208891832,30373.21,2033742,32806,1453,68516.87
CAMP_00167,2022-02-04 08:03:21.640328065,Facebook,Display,25-34,Retail,14,Desktop,Latin America,Q1,88.06066855053732,12589.87,1463911,43973,2519,84531.02
